,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_Provided,Min_Salary,Max_Salary,Avg_Salary,Company_txt,Job_State,Age,job_simp,seniority,num_comp,Min_Salary_hr,Max_Salary_hr
459,Data Scientist,$160K - $175K (Employer est.),Data Science,4.3,"Conversion Logix
4.3","Seattle, WA",-1,1 to 50 Employees,-1.0,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,160,175,167.5,Conversion Logix,WA,-1.0,data scientist,na,0,160,175
460,Jr. Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Event Dynamic,TX,-1.0,data scientist,jr,0,160,175
461,Data Scientist (Python/NLP/ML) REMOTE,$160K - $175K (Employer est.),Data Science,-1.0,CyberCoders,"Denver, CO",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,160,175,167.5,CyberCoders,CO,21.0,data scientist,na,0,160,175
462,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,"Verinovum, Inc.",United States,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,"Verinovum, Inc.",Remote,-1.0,data scientist,na,0,160,175
463,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Community Center for Education Results,"Seattle, WA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Community Center for Education Results,WA,-1.0,data scientist,na,0,160,175
464,Principal Data Scientist - Match Recommendations,$160K - $175K (Employer est.),Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,160,175,167.5,Indeed,WA,16.0,data scientist,senior,0,160,175
465,Staff Applied Scientist,$160K - $175K (Employer est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,160,175,167.5,Indeed,Remote,16.0,na,na,0,160,175
466,Data Scientist - III (Senior) Data Scientist - III (Senior),$160K - $175K (Employer est.),Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,160,175,167.5,On-Board Companies,MA,44.0,data scientist,senior,0,160,175
467,Sr Data Scientist (REMOTE),$160K - $175K (Employer est.),Data Science,-1.0,Leonardo DRS,"Fort Walton Beach, FL",-1,5001 to 10000 Employees,1968.0,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,160,175,167.5,Leonardo DRS,FL,52.0,data scientist,senior,0,160,175
468,Data Scientist,$160K - $175K (Employer est.),Data Science,4.3,"AccruePartners
4.3","Fort Mill, SC",-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,0,160,175,167.5,AccruePartners,SC,18.0,data scientist,na,0,160,175
469,"Director, Data Science- SMB Labs",$160K - $175K (Employer est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,160,175,167.5,Indeed,Remote,16.0,director,na,0,160,175
470,Data Scientist (Clearance Required),$160K - $175K (Employer est.),Data Science,4.1,"LOCKHEED MARTIN CORPORATION
4.1","Annapolis Junction, MD",-1,10000+ Employees,1995.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,160,175,167.5,LOCKHEED MARTIN CORPORATION,MD,25.0,data scientist,na,0,160,175
471,Data Scientist,$160K - $175K (Employer est.),Data Science,4.3,"American Capital Group
4.3","Bellevue, WA",-1,51 to 200 Employees,1986.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,-1,0,0,160,175,167.5,American Capital Group,WA,34.0,data scientist,na,0,160,175
472,Sr. Data Scientist,$160K - $175K (Employer est.),Data Science,3.7,"McKesson
3.7",United States,-1,10000+ Employees,1833.0,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,0,0,160,175,167.5,McKesson,Remote,187.0,data scientist,senior,0,160,175
473,"Senior Data Scientist, Marketing Analytics",$160K - $175K (Employer est.),Data Science,3.6,"LegalZoom
3.6","Seattle, WA",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,160,175,167.5,LegalZoom,WA,19.0,data scientist,senior,0,160,175
474,Data Scientist - Remote,$160K - $175K (Employer est.),Data Science,-1.0,Emerald Resource Group,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Emerald Resource Group,Remote,-1.0,data scientist,na,0,160,175
475,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Health Data Analytics Institute,"Dedham, MA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Health Data Analytics Institute,MA,-1.0,data scientist,na,0,160,175
476,Principal Data Scientist- Tableau,$160K - $175K (Employer est.),Data Science,4.0,"Northrop Grumman
4.0","Chandler, AZ",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,160,175,167.5,Northrop Grumman,AZ,81.0,data scientist,senior,0,160,175
477,Data Scientist Advisor [HYBRID],$160K - $175K (Employer est.),Data Science,4.2,"Southern California Edison
4.2","Pomona, CA",-1,10000+ Employees,1879.0,Subsidiary or Business Segment,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1,0,0,160,175,167.5,Southern California Edison,CA,141.0,data scientist,na,0,160,175
478,Energy / V2X - Applied Data Scientist - V2G,$160K - $175K (Employer est.),Data Science,4.0,"General Motors
4.0","Chandler, AZ",-1,10000+ Employees,1908.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,160,175,167.5,General Motors,AZ,112.0,data scientist,na,0,160,175
479,Machine Learning Engineer / Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Tiro L.L.C.,Remote,-1.0,data scientist,na,0,160,175
480,Data Scientist II,$160K - $175K (Employer est.),Data Science,4.0,"EDWARD JONES
4.0","Saint Louis, MO",-1,10000+ Employees,1922.0,Company - Private,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1,0,0,160,175,167.5,EDWARD JONES,MO,98.0,data scientist,na,0,160,175
481,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Cognitiv.ai,"Bellevue, WA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Cognitiv.ai,WA,-1.0,data scientist,na,0,160,175
482,Data Scientist/Principal Data Scientist,$160K - $175K (Employer est.),Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,160,175,167.5,Northrop Grumman,FL,81.0,data scientist,senior,0,160,175
483,Data Scientist,$160K - $175K (Employer est.),Data Science,4.3,"Conversion Logix
4.3","Seattle, WA",-1,1 to 50 Employees,-1.0,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,160,175,167.5,Conversion Logix,WA,-1.0,data scientist,na,0,160,175
484,Data Scientist,$160K - $175K (Employer est.),Data Science,4.5,"Propane Education & Research Council
4.5",Remote,-1,1 to 50 Employees,1996.0,Nonprofit Organization,Grantmaking Foundations,Non-Profit,$25 to $50 million (USD),-1,0,0,160,175,167.5,Propane Education & Research Council,Remote,24.0,data scientist,na,0,160,175
485,Data Scientist (Python/NLP/ML) REMOTE,$160K - $175K (Employer est.),Data Science,-1.0,CyberCoders,"Denver, CO",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,160,175,167.5,CyberCoders,CO,21.0,data scientist,na,0,160,175
486,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,"Vanu, Inc.","Lexington, MA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,"Vanu, Inc.",MA,-1.0,data scientist,na,0,160,175
487,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,"Verinovum, Inc.",United States,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,"Verinovum, Inc.",Remote,-1.0,data scientist,na,0,160,175
488,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Event Dynamic,TX,-1.0,data scientist,na,0,160,175
489,Jr. Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Event Dynamic,TX,-1.0,data scientist,jr,0,160,175
490,Principal Data Scientist - Match Recommendations,$160K - $175K (Employer est.),Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,160,175,167.5,Indeed,WA,16.0,data scientist,senior,0,160,175
491,Data Scientist - III (Senior) Data Scientist - III (Senior),$160K - $175K (Employer est.),Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,160,175,167.5,On-Board Companies,MA,44.0,data scientist,senior,0,160,175
492,Staff Applied Scientist,$160K - $175K (Employer est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,160,175,167.5,Indeed,Remote,16.0,na,na,0,160,175
493,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Community Center for Education Results,"Seattle, WA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Community Center for Education Results,WA,-1.0,data scientist,na,0,160,175
494,"Director, Data Science- SMB Labs",$160K - $175K (Employer est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,160,175,167.5,Indeed,Remote,16.0,director,na,0,160,175
495,Data Scientist (Clearance Required),$160K - $175K (Employer est.),Data Science,4.1,"LOCKHEED MARTIN CORPORATION
4.1","Annapolis Junction, MD",-1,10000+ Employees,1995.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,160,175,167.5,LOCKHEED MARTIN CORPORATION,MD,25.0,data scientist,na,0,160,175
496,Principal Data Scientist,$160K - $175K (Employer est.),Data Science,4.0,"Brooksource
4.0",Remote,-1,501 to 1000 Employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,160,175,167.5,Brooksource,Remote,20.0,data scientist,senior,0,160,175
497,Snr Machine Learning Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Engtal,Remote,-1.0,mle,na,0,160,175
498,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,160,175,167.5,National Security Agency,MD,-1.0,data scientist,na,0,160,175
499,Data Scientist,$160K - $175K (Employer est.),Data Science,4.3,"American Capital Group
4.3","Bellevue, WA",-1,51 to 200 Employees,1986.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,-1,0,0,160,175,167.5,American Capital Group,WA,34.0,data scientist,na,0,160,175
500,Sr. Data Scientist,$160K - $175K (Employer est.),Data Science,3.7,"McKesson
3.7",United States,-1,10000+ Employees,1833.0,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,0,0,160,175,167.5,McKesson,Remote,187.0,data scientist,senior,0,160,175
501,Data Scientist - Remote,$160K - $175K (Employer est.),Data Science,-1.0,Emerald Resource Group,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Emerald Resource Group,Remote,-1.0,data scientist,na,0,160,175
502,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Health Data Analytics Institute,"Dedham, MA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Health Data Analytics Institute,MA,-1.0,data scientist,na,0,160,175
503,"Senior Data Scientist, Marketing Analytics",$160K - $175K (Employer est.),Data Science,3.6,"LegalZoom
3.6","Seattle, WA",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,160,175,167.5,LegalZoom,WA,19.0,data scientist,senior,0,160,175
504,Principal Data Scientist- Tableau,$160K - $175K (Employer est.),Data Science,4.0,"Northrop Grumman
4.0","Chandler, AZ",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,160,175,167.5,Northrop Grumman,AZ,81.0,data scientist,senior,0,160,175
505,Data Scientist Advisor [HYBRID],$160K - $175K (Employer est.),Data Science,4.2,"Southern California Edison
4.2","Pomona, CA",-1,10000+ Employees,1879.0,Subsidiary or Business Segment,Utilities,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1,0,0,160,175,167.5,Southern California Edison,CA,141.0,data scientist,na,0,160,175
506,Machine Learning Engineer / Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Tiro L.L.C.,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Tiro L.L.C.,Remote,-1.0,data scientist,na,0,160,175
507,Energy / V2X - Applied Data Scientist - V2G,$160K - $175K (Employer est.),Data Science,4.0,"General Motors
4.0","Chandler, AZ",-1,10000+ Employees,1908.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,160,175,167.5,General Motors,AZ,112.0,data scientist,na,0,160,175
508,Data Scientist II,$160K - $175K (Employer est.),Data Science,4.0,"EDWARD JONES
4.0","Saint Louis, MO",-1,10000+ Employees,1922.0,Company - Private,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1,0,0,160,175,167.5,EDWARD JONES,MO,98.0,data scientist,na,0,160,175
509,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Cognitiv.ai,"Bellevue, WA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Cognitiv.ai,WA,-1.0,data scientist,na,0,160,175
510,Data Scientist,$160K - $175K (Employer est.),Data Science,4.5,"Propane Education & Research Council
4.5",Remote,-1,1 to 50 Employees,1996.0,Nonprofit Organization,Grantmaking Foundations,Non-Profit,$25 to $50 million (USD),-1,0,0,160,175,167.5,Propane Education & Research Council,Remote,24.0,data scientist,na,0,160,175
511,Data Scientist/Principal Data Scientist,$160K - $175K (Employer est.),Data Science,4.0,"Northrop Grumman
4.0","Melbourne, FL",-1,10000+ Employees,1939.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,160,175,167.5,Northrop Grumman,FL,81.0,data scientist,senior,0,160,175
512,Data Scientist (Python/NLP/ML) REMOTE,$160K - $175K (Employer est.),Data Science,-1.0,CyberCoders,"Denver, CO",-1,201 to 500 Employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,160,175,167.5,CyberCoders,CO,21.0,data scientist,na,0,160,175
513,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,"Vanu, Inc.","Lexington, MA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,"Vanu, Inc.",MA,-1.0,data scientist,na,0,160,175
514,Data Scientist,$160K - $175K (Employer est.),Data Science,4.3,"Conversion Logix
4.3","Seattle, WA",-1,1 to 50 Employees,-1.0,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,160,175,167.5,Conversion Logix,WA,-1.0,data scientist,na,0,160,175
515,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,"Verinovum, Inc.",United States,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,"Verinovum, Inc.",Remote,-1.0,data scientist,na,0,160,175
516,Principal Data Scientist - Match Recommendations,$160K - $175K (Employer est.),Data Science,4.3,"Indeed
4.3","Seattle, WA",-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,160,175,167.5,Indeed,WA,16.0,data scientist,senior,0,160,175
517,Jr. Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Event Dynamic,TX,-1.0,data scientist,jr,0,160,175
518,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Event Dynamic,"Dallas, TX",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Event Dynamic,TX,-1.0,data scientist,na,0,160,175
519,Staff Applied Scientist,$160K - $175K (Employer est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,160,175,167.5,Indeed,Remote,16.0,na,na,0,160,175
520,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Community Center for Education Results,"Seattle, WA",-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Community Center for Education Results,WA,-1.0,data scientist,na,0,160,175
521,Data Scientist - III (Senior) Data Scientist - III (Senior),$160K - $175K (Employer est.),Data Science,3.4,"On-Board Companies
3.4","Cambridge, MA",-1,1001 to 5000 Employees,1976.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,160,175,167.5,On-Board Companies,MA,44.0,data scientist,senior,0,160,175
522,"Director, Data Science- SMB Labs",$160K - $175K (Employer est.),Data Science,4.3,"Indeed
4.3",Remote,-1,10000+ Employees,2004.0,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1,0,0,160,175,167.5,Indeed,Remote,16.0,director,na,0,160,175
523,Snr Machine Learning Scientist,$160K - $175K (Employer est.),Data Science,-1.0,Engtal,Remote,-1,-1,-1.0,-1,-1,-1,-1,-1,0,0,160,175,167.5,Engtal,Remote,-1.0,mle,na,0,160,175
524,Principal Data Scientist,$160K - $175K (Employer est.),Data Science,4.0,"Brooksource
4.0",Remote,-1,501 to 1000 Employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,0,160,175,167.5,Brooksource,Remote,20.0,data scientist,senior,0,160,175
525,Clinical Studies Data Scientist,$160K - $175K (Employer est.),Data Science,3.9,"Tailored Management
3.9",Remote,-1,51 to 200 Employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,0,0,160,175,167.5,Tailored Management,Remote,18.0,data scientist,na,0,160,175
526,Data Scientist,$160K - $175K (Employer est.),Data Science,-1.0,National Security Agency,"Fort Meade, MD",-1,Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,0,160,175,167.5,National Security Agency,MD,-1.0,data scientist,na,0,160,175
527,Data Scientist,$160K - $175K (Employer est.),Data Science,4.3,"American Capital Group
4.3","Bellevue, WA",-1,51 to 200 Employees,1986.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,-1,0,0,160,175,167.5,American Capital Group,WA,34.0,data scientist,na,0,160,175
528,"Senior Data Scientist, Marketing Analytics",$160K - $175K (Employer est.),Data Science,3.6,"LegalZoom
3.6","Dallas, TX",-1,1001 to 5000 Employees,,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,160,175,167.5,LegalZoom,TX,,data scientist,senior,0,160,175
529,Sr. Data Scientist,$160K - $175K (Employer est.),Data Science,3.7,"McKesson
3.7",United States,-1,10000+ Employees,1833.0,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,0,0,160,175,167.5,McKesson,Remote,187.0,data scientist,senior,0,160,175
530,Data Scientist,$160K - $175K (Employer est.),Data Science,4.3,"Johns Hopkins Applied Physics Laboratory (APL)
4.3","Offutt A F B, NE",-1,5001 to 10000 Employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,160,175,167.5,Johns Hopkins Applied Physics Laboratory (APL),NE,78.0,data scientist,na,0,160,175
531,"Staff Data Scientist, Partnerships",$160K - $175K (Employer est.),Data Science,3.6,"LegalZoom
3.6","New York, NY",-1,1001 to 5000 Employees,2001.0,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,160,175,167.5,LegalZoom,NY,19.0,data scientist,na,0,160,175
